ra,dec,vlos,vlos_err,src
295.97555541992,-14.27355575562,-80.197281,6.08453,galah
295.92504882812,-14.31269454956,-28.484474,0.285344,galah
295.92224121094,-14.38102817535,52.311146,0.269942,galah
295.9010925293,-14.41097259521,79.679276,0.268398,galah
295.9274597168,-14.46555519104,41.307362,0.238233,galah
295.94482421875,-14.49238872528,-30.769199,0.372369,galah
295.79547119141,-14.4549446106,-32.92424,0.27521,galah
295.9450378418,-14.55313873291,28.986675,4.15424,galah
295.7350769043,-14.47505569458,-28.667179,0.453812,galah
296.00271606445,-14.63122177124,61.974594,0.399727,galah
295.73080444336,-14.50258350372,-25.070938,0.267578,galah
295.81741333008,-14.57811069489,20.282913,0.26392,galah
295.79345703125,-14.58058357239,-26.133596,0.261702,galah
295.86709594727,-14.62738895416,-9.780395,0.283836,galah
295.91287231445,-14.66336154938,-25.830231,0.286869,galah
295.83404541016,-14.6639995575,-41.479023,0.434409,galah
295.92776489258,-14.73011112213,22.598589,0.462105,galah
295.75433349609,-14.62475013733,-21.111019,0.259839,galah
295.85311889648,-14.72274971008,46.754219,0.364683,galah
295.78945922852,-14.68480587006,14.257516,0.401965,galah
295.73983764648,-14.67972183228,-1.83113,2.67965,galah
295.8776550293,-14.86661148071,19.501839,0.2887,galah
295.64697265625,-14.6691942215,-29.08584,0.653698,galah
295.74478149414,-14.77030563354,-12.069851,0.289621,galah
295.61880493164,-14.73291683197,32.508102,0.310231,galah
295.65991210938,-14.7956943512,5.710493,2.06432,galah
295.68395996094,-14.85211086273,-41.191429,0.682957,galah
295.70007324219,-14.93566703796,17.771048,0.370249,galah
295.99758911133,-14.23572254181,-65.051003,0.306736,galah
