ra,dec,vlos,vlos_err,src
54.8381652832,-53.81619262695,6.29782,0.276564,galah
54.44083404541,-53.79991531372,15.860825,0.255141,galah
54.31562423706,-53.67655563354,-9.852598,0.223971,galah
54.22854232788,-53.74333190918,17.934631,0.238965,galah
54.25291824341,-53.69172286987,29.245747,0.215635,galah
54.10287475586,-53.48680496216,15.300158,0.206795,galah
54.25687408447,-53.56689071655,0.701742,0.22427,galah
54.13358306885,-53.86127853394,10.577921,0.238284,galah
54.16574859619,-53.50455474854,52.145092,0.222241,galah
54.08983230591,-53.73994445801,-9.615982,0.269447,galah
54.01750183105,-53.64083480835,18.228874,0.232989,galah
53.99404144287,-53.82166671753,-7.899692,0.274259,galah
53.97104263306,-53.57925033569,1.347203,0.26994,galah
54.08974838257,-53.48408508301,89.382462,0.222908,galah
54.05987548828,-53.51405715942,64.210342,0.19694,galah
54.01766586304,-53.56785964966,60.317219,0.256283,galah
53.9486656189,-53.62291717529,21.784174,0.220465,galah
53.91233444214,-53.64572143555,34.547276,0.228968,galah
53.8345413208,-53.71697235107,10.076639,0.256944,galah
53.89687347412,-53.58533477783,7.076199,0.220116,galah
54.00895690918,-53.4866104126,42.506275,0.226635,galah
53.9287071228,-53.61513900757,25.920801,0.215766,galah
53.80541610718,-53.58397293091,34.140678,0.242681,galah
53.96995925903,-53.48397064209,84.65081,0.249477,galah
53.91212463379,-53.56002807617,4.196343,0.273895,galah
53.51837539673,-53.56977844238,11.876118,0.224514,galah
53.2536239624,-53.62063980103,117.22625,0.23739,galah
