ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,has_vlos,preprocess_mode
54.44083404541,-53.79991531372,15.860825,0.255141,galah,,,,,,,,,169.13516637587185,139.67363790089493,219.35229570137662,True,dwarf
54.31562423706,-53.67655563354,-9.852598,0.223971,galah,,,,,,,,,128.08052495464574,208.57068056804096,244.75773668113825,True,dwarf
54.22854232788,-53.74333190918,17.934631,0.238965,galah,,,,,,,,,99.52751778393596,171.27577265964433,198.09370786673125,True,dwarf
54.25291824341,-53.69172286987,29.245747,0.215635,galah,,,,,,,,,107.52005834114942,200.09969777166958,227.15732872614453,True,dwarf
54.13358306885,-53.86127853394,10.577921,0.238284,galah,,,,,,,,,68.39163170219666,105.40195046200296,125.64627510628175,True,dwarf
54.08983230591,-53.73994445801,-9.615982,0.269447,galah,,,,,,,,,54.04633473164431,173.16768229699164,181.40576752142357,True,dwarf
54.01750183105,-53.64083480835,18.228874,0.232989,galah,,,,,,,,,30.330127923757065,228.5209529230734,230.5249283369176,True,dwarf
53.99404144287,-53.82166671753,-7.899692,0.274259,galah,,,,,,,,,22.637776685264217,127.52536227160505,129.51906020256632,True,dwarf
53.97104263306,-53.57925033569,1.347203,0.26994,galah,,,,,,,,,15.096770894207266,262.91621103575835,263.3492861521208,True,dwarf
54.01766586304,-53.56785964966,60.317219,0.256283,galah,,,,,,,,,30.383911845480498,269.2779702448611,270.98672911828396,True,dwarf
53.9486656189,-53.62291717529,21.784174,0.220465,galah,,,,,,,,,7.759643679313819,238.52804703703256,238.65422957352072,True,dwarf
53.91233444214,-53.64572143555,34.547276,0.228968,galah,,,,,,,,,-4.152869037929874,225.79174543643177,225.82993297717778,True,dwarf
53.8345413208,-53.71697235107,10.076639,0.256944,galah,,,,,,,,,-29.66020543384672,185.9977271681359,188.3477695596375,True,dwarf
53.89687347412,-53.58533477783,7.076199,0.220116,galah,,,,,,,,,-9.222316123991522,259.5180174840763,259.681829386571,True,dwarf
53.9287071228,-53.61513900757,25.920801,0.215766,galah,,,,,,,,,1.2155165738544684,242.87219540459404,242.87523706872346,True,dwarf
53.80541610718,-53.58397293091,34.140678,0.242681,galah,,,,,,,,,-39.20997806941649,260.27861628926274,263.21546397895656,True,dwarf
53.91212463379,-53.56002807617,4.196343,0.273895,galah,,,,,,,,,-4.221662423128389,273.651946021257,273.6845081381769,True,dwarf
53.76375000000001,-53.59722222222222,,,simbad,,,,,,,,,-52.87174396647291,252.87881606673324,258.3468926179856,False,dwarf
54.43521781303084,-53.90990045819972,,,simbad,,,,,,,,,167.29367800125334,78.246345118405,184.68802133212532,False,dwarf
54.532916666666665,-54.01305555555555,,,simbad,,,,,,,,,199.32784094855063,20.63367026802254,200.3929552802198,False,dwarf
53.96291666666667,-53.711666666666666,,,simbad,,,,,,,,,12.432373904263855,188.96098034925046,189.3695224038051,False,dwarf
54.20602874923,-53.86417637395001,,,simbad,,,,,,,,,92.1456128775682,103.78349128214381,138.78698438720212,False,dwarf
54.20710061574,-53.8090418646,,,simbad,,,,,,,,,92.49706374071964,134.5764103102809,163.29885796494668,False,dwarf
54.04986448575,-53.71955714075,,,simbad,,,,,,,,,40.94141470437209,184.5541082757336,189.04078480435533,False,dwarf
53.91428634168,-53.63441619735999,,,simbad,,,,,,,,,-3.5128669745074617,232.1057815688441,232.1323632586903,False,dwarf
54.10157042265999,-53.55668879316,,,simbad,,,,,,,,,57.8951080863982,275.5169534830309,281.5340746639851,False,dwarf
53.88435850177,-53.59632255882,,,simbad,,,,,,,,,-13.32581016328758,253.38128289964246,253.73145595368467,False,dwarf
53.86925003558,-53.54317098754001,,,simbad,,,,,,,,,-18.279676557855975,283.066720385861,283.6563321434356,False,dwarf
54.35906029999999,-53.8493514,,,simbad,,,,,,,,,142.32263595417876,112.06331870454278,181.14612914446067,False,dwarf
54.440823672505005,-53.799921262808326,,,simbad,,,,,,,,,169.1317652374097,139.67031530317442,219.34755751822362,False,dwarf
54.31564132642,-53.67654691162999,,,simbad,,,,,,,,,128.0861283299405,208.57555180153398,244.7648199391987,False,dwarf
54.228542638025836,-53.74333350756722,,,simbad,,,,,,,,,99.52761947665671,171.27487995181312,198.09298710756565,False,dwarf
54.25293147545,-53.69170535546,,,simbad,,,,,,,,,107.52439695219276,200.10947966353854,227.1679990472797,False,dwarf
54.08986016556208,-53.73993603731444,,,simbad,,,,,,,,,54.055469543376084,173.17238530059953,181.41297863784212,False,dwarf
53.97104206189583,-53.579236270296676,,,simbad,,,,,,,,,15.096583617024681,262.9240666333317,263.3571180961594,False,dwarf
53.948688598192916,-53.62291372728999,,,simbad,,,,,,,,,7.767178285771813,238.52997276351928,238.6563993801302,False,dwarf
53.912340601797084,-53.645715391005275,,,simbad,,,,,,,,,-4.150849367777126,225.79512134706547,225.83327118608986,False,dwarf
53.896866010735835,-53.585336485533894,,,simbad,,,,,,,,,-9.224763269026083,259.5170637222957,259.6809631459566,False,dwarf
53.91212744547542,-53.56001521617916,,,simbad,,,,,,,,,-4.220740508638058,273.659128395078,273.69167543861295,False,dwarf
