ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,preprocess_mode
186.89420789281,23.43186763974,7.83,3.5799999237060547,gaia,3.9537899073490975e+18,5.19,2.1294,0.0957,-17.244,0.1,0.18,0.078,104.19289424458155,-363.10918584657094,377.7624121815485,dwarf
186.312958,23.926205,-18.603070000000002,0.038066,apogee,,,,,,,,,-303.8858639974882,16.5146544482222,304.33427698674376,dwarf
