SDSSJ100652.23+160349.2  204.2  5.3  1.2  0.5  2.7 55240.355 21.47 21.43 21.23 1  0.998  0.984 
SDSSJ100652.33+160235.8  211.5  8.8  0.5  0.4  3.2 54881.284 18.87 18.39 18.16 1  0.983  0.998 
SDSSJ100652.33+160235.8  203.0  2.3  0.5  0.3  3.2 54889.343                                   
SDSSJ100652.33+160235.8  210.8  2.3  0.9  0.3  3.2 55240.355                                   
SDSSJ100652.33+160235.8  216.1  2.9  0.5  0.3  3.2 54416.551                                   
SDSSJ100653.05+160946.4  206.7  7.0  2.4  0.6  5.9 54881.416 20.58 20.33 20.12 1  0.990  0.969 
SDSSJ100653.05+160946.4  205.0  3.0  1.6  0.3  5.9 54889.267                                   
SDSSJ100653.39+155944.0    2.4  2.3  4.2  0.3  5.2 54881.284 15.59 14.98 14.74 0 -9.999 -9.999 
SDSSJ100653.88+160255.7   64.2  3.0  3.8  0.5  2.7 55240.355 23.84 22.22 21.05 0 -9.999 -9.999 
SDSSJ100653.97+154856.9  -72.9  3.3 -9.9 -9.9 15.6 55240.402 19.04 18.52 18.29 0  0.000 -9.999 
SDSSJ100654.23+155520.7  268.5  6.2  4.4  0.7  9.3 54890.444 22.10 21.53 21.28 0  0.000  0.001 
SDSSJ100654.33+161614.7  145.3  2.6  3.1  0.4 12.0 54889.267 22.23 21.11 20.71 0 -9.999 -9.999 
SDSSJ100654.46+160126.6  211.9  7.4  0.3  0.5  3.6 55240.355 21.61 21.21 21.01 1  0.995  0.985 
SDSSJ100654.52+161329.0   35.1  2.5  2.8  0.5  9.3 54889.267 25.59 23.54 21.56 0 -9.999 -9.999 
SDSSJ100654.56+160626.3  209.6 11.8  0.5  0.5  2.9 54889.267 22.04 21.60 21.39 1  0.996  0.977 
SDSSJ100654.60+161749.4 -180.2 20.4  2.8 14.1 13.6 54889.267 21.46 21.04 20.96 0  0.000 -9.999 
SDSSJ100654.88+155658.0  178.2  2.2  4.6  0.3  7.7 54890.444 19.20 18.18 17.78 0 -9.999 -9.999 
SDSSJ100655.35+155514.5  215.7  5.9  4.3  0.8  9.4 54890.444 23.23 22.20 21.84 0 -9.999 -9.999 
SDSSJ100655.45+160416.2  213.5  3.8  1.7  0.4  1.9 54416.551 20.70 20.42 20.31 1  0.998  0.990 
SDSSJ100656.13+160660.0  302.0  2.6  1.8  0.4  3.1 54889.267 21.35 21.10 20.99 0 -9.999 -9.999 
SDSSJ100656.29+161100.5  117.1  4.1  2.6  0.3  6.8 54889.267 23.61 22.32 20.69 0 -9.999 -9.999 
SDSSJ100656.30+161100.5  110.8  3.6  2.7  0.3  6.8 54889.267 23.61 22.32 20.69 0 -9.999 -9.999 
SDSSJ100657.41+155806.0  -42.5  5.2  2.5  0.7  6.5 54890.444 22.10 21.76 21.41 0  0.000  0.000 
SDSSJ100657.42+160300.0  217.3  4.2 -0.5  0.6  2.0 54416.551 21.60 21.31 21.13 1  0.996  0.988 
SDSSJ100657.56+161734.9  -19.7  2.7  3.1  0.3 13.2 54889.267 20.37 19.90 19.75 0  0.000 -9.999 
SDSSJ100657.62+160230.1  213.3  5.3  3.0  0.8  2.3 54416.551 22.35 22.21 21.84 1  0.958  0.927 
SDSSJ100657.78+160735.8   83.6  2.2  4.3  0.3  3.4 54881.416 18.73 18.17 17.95 0  0.000  0.000 
SDSSJ100657.78+160735.8   83.1  2.2  4.1  0.3  3.4 54889.267                                   
SDSSJ100658.11+160701.4  187.0  2.3  2.6  0.3  2.9 54881.416 19.17 18.83 18.72 0 -9.999 -9.999 
SDSSJ100658.53+160059.9  -14.2  2.2  3.6  0.3  3.6 54416.551 20.68 19.40 18.54 0 -9.999 -9.999 
SDSSJ100658.54+155748.9  290.5  3.6  3.3  0.4  6.7 54890.444 21.53 21.09 20.83 0 -9.999 -9.999 
SDSSJ100658.54+161415.1   78.4  2.2  4.7  0.3  9.9 54889.267 18.81 17.81 17.43 0 -9.999 -9.999 
SDSSJ100658.95+155452.2  134.4  2.5  3.0  0.3  9.6 54889.542 19.32 18.96 18.85 0 -9.999 -9.999 
SDSSJ100658.95+155452.2  134.6  2.3  2.4  0.3  9.6 54890.444                                   
SDSSJ100659.02+160959.6  -20.1  2.4  2.0  0.3  5.7 54889.267 20.27 19.88 19.80 0  0.000  0.000 
SDSSJ100659.10+160437.0  224.2  6.2  0.9  0.5  1.0 55240.355 21.54 21.20 21.12 1  0.996  0.950 
SDSSJ100659.16+160654.8  212.8  6.8  2.5  0.5  2.7 54889.267 22.10 21.65 21.56 1  0.992  0.969 
SDSSJ100659.16+160654.8  201.6  5.7  1.3  0.5  2.7 54881.416                                   
SDSSJ100659.36+161053.9  -18.5  2.4  4.9  0.3  6.5 54889.267 14.65 13.82 13.55 0 -9.999 -9.999 
SDSSJ100659.50+160403.7   16.4  2.5  4.2  0.4  1.0 55240.355 19.63 18.29 17.71 0 -9.999 -9.999 
SDSSJ100659.69+161210.6    0.8 10.0  2.6  0.5  7.8 54889.267 22.41 21.79 21.69 0  0.000  0.000 
SDSSJ100659.76+160218.5  204.1  4.9 -0.8  0.6  2.3 54416.551 21.96 21.58 21.43 1  0.995  0.992 
SDSSJ100659.90+155126.2  -19.4  2.6  3.1  0.3 13.0 55240.402 19.72 19.36 19.17 0  0.000  0.000 
SDSSJ100659.90+155126.2  -12.7  2.7  2.4  0.3 13.0 54889.542                                   
SDSSJ100659.94+160912.2  -20.8  2.2  2.5  0.3  4.9 54889.267 22.47 20.94 19.81 0 -9.999 -9.999 
SDSSJ100659.95+160408.7  172.2  4.9 -0.5  0.7  0.8 55240.355 22.15 21.74 21.57 0  0.013  0.393 
SDSSJ100659.95+160408.7  197.3 13.0 -0.3  8.7  0.8 54889.267                                   
SDSSJ100700.15+155052.8 -122.5  7.5 -0.3  0.8 13.6 54889.542 20.66 20.39 20.48 0  0.000  0.000 
SDSSJ100700.60+155148.2   66.0  2.2  4.8  0.3 12.6 55240.402 18.28 17.45 17.59 0  0.000  0.000 
SDSSJ100700.60+155148.2   67.9  2.2  4.3  0.3 12.6 54889.542                                   
SDSSJ100700.72+160609.8  203.9 10.0 -0.6  0.5  1.8 54881.416 22.02 21.77 21.68 1  0.994  0.988 
SDSSJ100700.90+160400.8  217.8 13.1 -0.1  0.5  0.7 54889.267 21.92 21.70 21.36 1  1.000  0.985 
SDSSJ100701.05+160453.5  217.8  5.2 -0.4  0.4  0.7 54889.267 21.39 21.02 20.91 1  1.000  0.991 
SDSSJ100701.34+160200.0  209.2  2.7  0.6  0.4  2.5 54416.551 20.52 20.27 20.19 1  0.999  0.995 
SDSSJ100701.34+160200.0  217.6  5.1  1.4  0.4  2.5 55240.355                                   
SDSSJ100701.38+160754.9  108.5  3.4  3.0  0.5  3.5 54889.267 23.40 22.00 21.36 0 -9.999 -9.999 
SDSSJ100701.40+160440.6  222.2  6.3  1.8  0.5  0.5 55240.355 21.31 21.07 20.92 1  1.000  0.951 
SDSSJ100701.43+160234.4   -1.7  2.4  3.2  0.4  1.9 55240.355 22.77 21.22 20.36 0 -9.999 -9.999 
