rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id
0.01,300.0,500000.0,2.0,,,todo,
213.13788158565572,5341.366008904166,2038212.142105868,1.4844152572989708,15.557935117416827,-15.057935117416827,pass_full,1.0
0.01,5341.366008904166,2038212.142105868,1.4844152572989708,72.80098915109961,-72.30098915109961,pass_bh_only,1.0
213.13788158565572,5341.366008904166,0.0,1.4844152572989708,15.131810380311563,-14.631810380311563,pass_halo_only,1.0
213.13788158565572,5341.366008904166,4000000.0,1.4844152572989708,15.858230595082093,-15.358230595082093,pass_bh_up,1.0
213.13788158565572,5341.366008904166,1019106.071052934,1.4844152572989708,15.281041741810574,-14.781041741810574,pass_bh_down,1.0
400.0,5341.366008904166,2038212.142105868,1.4844152572989708,15.915751515219766,-15.415751515219766,pass_halo_up,1.0
106.56894079282786,5341.366008904166,2038212.142105868,1.4844152572989708,15.013229617254424,-14.513229617254424,pass_halo_down,1.0
213.13788158565572,5341.366008904166,2038212.142105868,2.0,15.491265472241293,-14.991265472241293,pass_ml_up,1.0
213.13788158565572,5341.366008904166,2038212.142105868,0.7422076286494854,15.476739072744286,-14.976739072744286,pass_ml_down,1.0
102.8070119132426,7526.936088721111,3535516.7347581745,0.478818348559932,15.479864319661711,-14.979864319661711,pass_full,2.0
0.01,7526.936088721111,3535516.7347581745,0.478818348559932,78.00690213482163,-77.50690213482163,pass_bh_only,2.0
102.8070119132426,7526.936088721111,0.0,0.478818348559932,15.060638936414184,-14.560638936414184,pass_halo_only,2.0
102.8070119132426,7526.936088721111,4000000.0,0.478818348559932,15.559317108803752,-15.059317108803752,pass_bh_up,2.0
102.8070119132426,7526.936088721111,1767758.3673790873,0.478818348559932,15.209570355437616,-14.709570355437616,pass_bh_down,2.0
205.6140238264852,7526.936088721111,3535516.7347581745,0.478818348559932,15.579385822230298,-15.079385822230298,pass_halo_up,2.0
51.4035059566213,7526.936088721111,3535516.7347581745,0.478818348559932,14.439744074503677,-13.939744074503677,pass_halo_down,2.0
102.8070119132426,7526.936088721111,3535516.7347581745,0.957636697119864,15.494258501993633,-14.994258501993633,pass_ml_up,2.0
102.8070119132426,7526.936088721111,3535516.7347581745,0.239409174279966,15.50159088617422,-15.00159088617422,pass_ml_down,2.0
268.2218698751871,6434.451585898716,2894508.6767082694,1.5477053601202484,15.646855884563006,-15.146855884563006,pass_full,3.0
0.01,6434.451585898716,2894508.6767082694,1.5477053601202484,79.89917621247237,-79.39917621247237,pass_bh_only,3.0
268.2218698751871,6434.451585898716,0.0,1.5477053601202484,15.63796591159117,-15.13796591159117,pass_halo_only,3.0
268.2218698751871,6434.451585898716,4000000.0,1.5477053601202484,15.628016047766554,-15.128016047766554,pass_bh_up,3.0
268.2218698751871,6434.451585898716,1447254.3383541347,1.5477053601202484,15.624089218457444,-15.124089218457444,pass_bh_down,3.0
400.0,6434.451585898716,2894508.6767082694,1.5477053601202484,16.32800538129206,-15.828005381292058,pass_halo_up,3.0
134.11093493759356,6434.451585898716,2894508.6767082694,1.5477053601202484,15.555661916340096,-15.055661916340096,pass_halo_down,3.0
268.2218698751871,6434.451585898716,2894508.6767082694,2.0,15.656207933650471,-15.156207933650471,pass_ml_up,3.0
268.2218698751871,6434.451585898716,2894508.6767082694,0.7738526800601242,15.660406918718175,-15.160406918718175,pass_ml_down,3.0
327.4207725076703,979.0852286831797,14215.628832462191,0.6154573078663732,14.239120137539476,-13.739120137539476,pass_full,4.0
0.01,979.0852286831797,14215.628832462191,0.6154573078663732,973.8016703702252,-973.3016703702252,pass_bh_only,4.0
327.4207725076703,979.0852286831797,0.0,0.6154573078663732,14.216487487865363,-13.716487487865363,pass_halo_only,4.0
327.4207725076703,979.0852286831797,28431.257664924382,0.6154573078663732,14.23539691138522,-13.73539691138522,pass_bh_up,4.0
327.4207725076703,979.0852286831797,7107.8144162310955,0.6154573078663732,14.213025878443732,-13.713025878443732,pass_bh_down,4.0
400.0,979.0852286831797,14215.628832462191,0.6154573078663732,14.431893299353883,-13.931893299353883,pass_halo_up,4.0
163.71038625383514,979.0852286831797,14215.628832462191,0.6154573078663732,13.537152675839092,-13.037152675839092,pass_halo_down,4.0
327.4207725076703,979.0852286831797,14215.628832462191,1.2309146157327464,14.193185392444223,-13.693185392444223,pass_ml_up,4.0
327.4207725076703,979.0852286831797,14215.628832462191,0.3077286539331866,14.233446573491614,-13.733446573491614,pass_ml_down,4.0
4.911930775206738,3535.417110591318,741125.9086519921,1.6269831267125825,27.458486437697356,-26.958486437697356,pass_full,5.0
0.01,3535.417110591318,741125.9086519921,1.6269831267125825,152.2376678020922,-151.7376678020922,pass_bh_only,5.0
4.911930775206738,3535.417110591318,0.0,1.6269831267125825,42.11152895803231,-41.61152895803231,pass_halo_only,5.0
4.911930775206738,3535.417110591318,1482251.8173039842,1.6269831267125825,45.92242315195898,-45.42242315195898,pass_bh_up,5.0
