rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id
37.37,1759.0,120000.0,2.0,,,todo,
53.283302478975905,2810.442024184958,764329.5532897005,1.4844152572989708,33.617456784227585,-33.117456784227585,pass_full,1.0
0.0,2810.442024184958,764329.5532897005,1.4844152572989708,18.0725711951727,-17.5725711951727,pass_bh_only,1.0
53.283302478975905,2810.442024184958,0.0,1.4844152572989708,33.70657713087844,-33.20657713087844,pass_halo_only,1.0
53.283302478975905,2810.442024184958,1500000.0,1.4844152572989708,11.949071858999249,-11.449071858999249,pass_bh_up,1.0
53.283302478975905,2810.442024184958,382164.77664485027,1.4844152572989708,33.71564783779782,-33.21564783779782,pass_bh_down,1.0
100.0,2810.442024184958,764329.5532897005,1.4844152572989708,34.47346824954273,-33.97346824954273,pass_halo_up,1.0
26.641651239487953,2810.442024184958,764329.5532897005,1.4844152572989708,10.577381664692071,-10.077381664692071,pass_halo_down,1.0
53.283302478975905,2810.442024184958,764329.5532897005,2.0,13.078241169666658,-12.578241169666658,pass_ml_up,1.0
53.283302478975905,2810.442024184958,764329.5532897005,0.7422076286494854,13.054977825275463,-12.554977825275463,pass_ml_down,1.0
25.69989547569754,3837.6599616989224,1325818.7755343155,0.478818348559932,12.160893019258193,-11.660893019258193,pass_full,2.0
0.0,3837.6599616989224,1325818.7755343155,0.478818348559932,11.468114579783467,-10.968114579783467,pass_bh_only,2.0
25.69989547569754,3837.6599616989224,0.0,0.478818348559932,33.150919340036765,-32.650919340036765,pass_halo_only,2.0
25.69989547569754,3837.6599616989224,1500000.0,0.478818348559932,33.15815975359015,-32.65815975359015,pass_bh_up,2.0
25.69989547569754,3837.6599616989224,662909.3877671578,0.478818348559932,12.471985389237972,-11.971985389237972,pass_bh_down,2.0
51.39979095139508,3837.6599616989224,1325818.7755343155,0.478818348559932,13.047471984314083,-12.547471984314083,pass_halo_up,2.0
12.84994773784877,3837.6599616989224,1325818.7755343155,0.478818348559932,12.24801645667951,-11.74801645667951,pass_halo_down,2.0
25.69989547569754,3837.6599616989224,1325818.7755343155,0.957636697119864,29.770587731610565,-29.270587731610565,pass_ml_up,2.0
25.69989547569754,3837.6599616989224,1325818.7755343155,0.239409174279966,12.17927038797863,-11.67927038797863,pass_ml_down,2.0
67.05464383489264,3324.1922453723964,1085440.753765601,1.5477053601202484,34.047462422592176,-33.547462422592176,pass_full,3.0
0.0,3324.1922453723964,1085440.753765601,1.5477053601202484,32.62450875263248,-32.12450875263248,pass_bh_only,3.0
67.05464383489264,3324.1922453723964,0.0,1.5477053601202484,34.188873147785486,-33.688873147785486,pass_halo_only,3.0
