ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,preprocess_mode
16.124796,1.826989,-31.734466,0.013081,apogee,,,,,,,,,-986.2579176871852,-3857.4631827730964,3981.548302689622,dwarf
16.14225,1.795917,6.445735,0.013295,apogee,,,,,,,,,-754.8974304107865,-4269.617798709651,4335.839743060052,dwarf
16.158882,2.095466,-1.073435,0.009394,apogee,,,,,,,,,-534.4329165812677,-296.2493947067171,611.0501175760107,dwarf
16.177529,1.928457,6.544435000000001,0.034469,apogee,,,,,,,,,-287.25868682062077,-2511.5406618587544,2527.914960856836,dwarf
16.201143,1.587806,3.529535,0.018746,apogee,,,,,,,,,25.75532409630457,-7030.106640019268,7030.153818143832,dwarf
16.20848,1.527613,-38.710567,0.016064,apogee,,,,,,,,,123.01050314681939,-7828.536827875508,7829.503205777973,dwarf
16.2655,2.43069,40.731835000000004,0.03214,apogee,,,,,,,,,878.8358145080257,4150.330129389437,4242.35695949548,dwarf
16.279879,2.242042,0.7938450000000001,0.047515,apogee,,,,,,,,,1069.4358171748963,1648.008296639723,1964.5926582500251,dwarf
16.328606,1.88981,-2.375165,0.00176,apogee,,,,,,,,,1715.3337467908264,-3024.173882832626,3476.7797653124962,dwarf
16.335305,2.17948,37.620434,0.024477,apogee,,,,,,,,,1804.1319537499483,818.1545027988724,1980.9767532688704,dwarf
16.347551,2.207063,-6.295832,0.028657,apogee,,,,,,,,,1966.458098311985,1184.0292701578514,2295.404706148204,dwarf
16.388923,2.588514,-34.460265,0.007452,apogee,,,,,,,,,2514.8622509187367,6243.786942776765,6731.226301936793,dwarf
16.407674,2.084514,44.174737,0.032152,apogee,,,,,,,,,2763.41504666298,-441.5222240623129,2798.4646852272926,dwarf
16.412236,2.170597,52.696435,0.034167,apogee,,,,,,,,,2823.886373748713,700.3259287333369,2909.4313290228843,dwarf
16.426992,2.413552,13.005536,0.037893,apogee,,,,,,,,,3019.4836781058684,3923.003088712284,4950.478251279756,dwarf
16.428806,2.47712,-8.496414999999999,0.00357,apogee,,,,,,,,,3043.5290501650056,4766.200971882183,5655.063287317744,dwarf
16.520744,1.686322,7.679835,0.021288,apogee,,,,,,,,,4262.20789050048,-5723.3409299392715,7136.0386421433195,dwarf
16.521535,1.706425,21.566035,0.008484,apogee,,,,,,,,,4272.692945240705,-5456.68463989767,6930.462629839718,dwarf
16.533169,2.189419,-26.295865,0.022705,apogee,,,,,,,,,4426.906759207332,949.9903913092209,4527.690934493587,dwarf
16.552145,1.950482,-30.628064000000002,0.002098,apogee,,,,,,,,,4678.442029435146,-2219.3899983674214,5178.176492515351,dwarf
16.583414,1.847567,-10.891585,0.134271,apogee,,,,,,,,,5092.926450006123,-3584.506254131796,6227.887676498503,dwarf
16.58427,2.337614,-2.2875449999999997,0.074439,apogee,,,,,,,,,5104.273108486011,2915.7233119038983,5878.354055141054,dwarf
16.589093,2.565851,5.9493350000000005,0.028917,apogee,,,,,,,,,5168.204105972768,5943.173526808366,7876.017093096584,dwarf
16.624632,1.842523,22.121133999999998,0.031606,apogee,,,,,,,,,5639.289264521799,-3651.412403809452,6718.213747094113,dwarf
16.639272,2.234837,-31.128665,0.024239,apogee,,,,,,,,,5833.3489375896515,1552.4375574590179,6036.391488090185,dwarf
16.654052,1.879834,6.109935000000001,0.00794,apogee,,,,,,,,,6029.2643725584285,-3156.5005579286303,6805.551017104062,dwarf
