ra,dec,vlos,vlos_err,has_vlos,vlos_src,x_pc,y_pc,r_pc,preprocess_mode
259.73388694595,58.168686645380006,-304.18,3.65,True,DESI,-223.90170220833693,336.13130343192313,403.8764977052197,dwarf
260.46860045885995,57.87688061875001,-291.17,0.6,True,DESI,293.7583935062875,-50.934868149106194,298.1415008829896,dwarf
259.52393519828,58.1895681542,-286.7,0.49,True,DESI,-371.8282611794025,363.82958564060175,520.2193990991781,dwarf
260.59021684504995,58.05180577227,-308.74,6.69,True,DESI,379.4461466363933,181.0946422354034,420.4457725362166,dwarf
259.9000328629,57.94136152518001,-293.56,0.24,True,DESI,-106.83959601366428,34.59584511330149,112.30125455873828,dwarf
259.92435416921,57.87201376802,-292.67,0.23,True,DESI,-89.70343405240496,-57.39050342668328,106.4912013471644,dwarf
260.48728609094,57.99272278532999,-298.99,0.23,True,DESI,306.9238054949138,102.72400053018148,323.6579099364086,dwarf
259.9447737952,57.99440409004999,-295.74,3.13,True,DESI,-75.31629490404308,104.95416756528186,129.181738521333,dwarf
260.00731186054,57.77958120128001,-295.2,0.87,True,DESI,-31.25359519743464,-179.99770297853334,182.6908872667529,dwarf
259.97269621929,57.93788274372,-292.89,0.49,True,DESI,-55.64287870431927,29.981414640299242,63.20613241084394,dwarf
260.0880078899999,57.82420803968,-293.78,0.29,True,DESI,25.602735331373477,-120.80242285104426,123.48572963355264,dwarf
259.9763725469,57.85621253536999,-298.26,1.74,True,DESI,-53.052633569277226,-78.35005213351387,94.62194564666456,dwarf
260.75508523998,57.78222357251,-291.07,1.17,True,DESI,495.6081439321864,-176.4927290487588,526.0961088422774,dwarf
259.71709160764044,58.07025651665222,-291.71,0.19,True,DESI,-235.73526220705807,205.56863639284018,312.7772020404335,dwarf
259.82051606944,58.26414191326,-295.24,0.49,True,DESI,-162.86506742550873,462.7479656107294,490.57181927255493,dwarf
259.45940675027,57.98688600796,-277.82,4.13,True,DESI,-417.2933329199269,94.9818058364693,427.9664345943239,dwarf
259.52866666666665,58.26541666666667,-290.51,0.17,True,DESI,-368.4945912048221,464.4388625621394,592.8673720194279,dwarf
260.22389805077,57.91121953777,-283.04,0.4,True,DESI,121.34742002120798,-5.386001065040169,121.46688994650387,dwarf
260.29774956854993,57.74100726297,-280.72,2.89,True,DESI,173.3812850459787,-231.16411238031452,288.9600610063155,dwarf
260.68200625329,57.95853124534,-278.73,0.58,True,DESI,444.1185842875833,57.3706243945864,447.80878224196533,dwarf
259.41072694145,58.07751097474999,-263.34,0.27,True,DESI,-451.59186432071056,215.1913140161419,500.24245476433606,dwarf
260.59972737427,57.76805950375001,-272.21,2.25,True,DESI,386.1470189898361,-195.28066133465583,432.7170634098422,dwarf
260.3107400148999,57.87049914795999,-283.59,0.67,True,DESI,182.53401680163083,-59.39957155593767,191.95566256499703,dwarf
260.3761468264,57.83785685451001,-299.59,0.39,True,DESI,228.61796068801004,-102.69794925987253,250.62529946381682,dwarf
259.80603932691,57.87592297966,-280.18,0.23,True,DESI,-173.0650049412968,-52.20512874176464,180.7674511693831,dwarf
259.79223253925994,58.13515895441001,-295.73,1.27,True,DESI,-182.79290961553698,291.65848998258514,344.2062210138503,dwarf
