rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id
1.0,1800.0,900000.0,2.0,,,todo,
7.9971670415984875,8012.049013356249,2547765.177632335,1.4844152572989708,539.4395932002218,-538.9395932002218,pass_full,1.0
0.01,8012.049013356249,2547765.177632335,1.4844152572989708,1025.749361904289,-1025.249361904289,pass_bh_only,1.0
7.9971670415984875,8012.049013356249,0.0,1.4844152572989708,547.415938589737,-546.915938589737,pass_halo_only,1.0
7.9971670415984875,8012.049013356249,5000000.0,1.4844152572989708,541.2735116858177,-540.7735116858177,pass_bh_up,1.0
7.9971670415984875,8012.049013356249,1273882.5888161676,1.4844152572989708,547.6914586041803,-547.1914586041803,pass_bh_down,1.0
15.0,8012.049013356249,2547765.177632335,1.4844152572989708,551.2026274032197,-550.7026274032197,pass_halo_up,1.0
3.9985835207992437,8012.049013356249,2547765.177632335,1.4844152572989708,547.783473286771,-547.283473286771,pass_halo_down,1.0
7.9971670415984875,8012.049013356249,2547765.177632335,2.0,547.4350476461722,-546.9350476461722,pass_ml_up,1.0
7.9971670415984875,8012.049013356249,2547765.177632335,0.7422076286494854,544.5168830338807,-544.0168830338807,pass_ml_down,1.0
3.8624143318070616,11290.404133081667,4419395.918447718,0.478818348559932,568.5823642300638,-568.0823642300638,pass_full,2.0
0.01,11290.404133081667,4419395.918447718,0.478818348559932,723.9338443728835,-723.4338443728835,pass_bh_only,2.0
3.8624143318070616,11290.404133081667,0.0,0.478818348559932,569.1486606256659,-568.6486606256659,pass_halo_only,2.0
3.8624143318070616,11290.404133081667,5000000.0,0.478818348559932,536.9479348245662,-536.4479348245662,pass_bh_up,2.0
3.8624143318070616,11290.404133081667,2209697.959223859,0.478818348559932,579.8241412282625,-579.3241412282625,pass_bh_down,2.0
7.724828663614123,11290.404133081667,4419395.918447718,0.478818348559932,566.8250441262788,-566.3250441262788,pass_halo_up,2.0
1.9312071659035308,11290.404133081667,4419395.918447718,0.478818348559932,466.44512595615333,-465.94512595615333,pass_halo_down,2.0
3.8624143318070616,11290.404133081667,4419395.918447718,0.957636697119864,567.2237564259707,-566.7237564259707,pass_ml_up,2.0
3.8624143318070616,11290.404133081667,4419395.918447718,0.239409174279966,574.1788428398955,-573.6788428398955,pass_ml_down,2.0
10.061491110850408,9651.677378848075,3618135.845885337,1.5477053601202484,558.7309477721036,-558.2309477721036,pass_full,3.0
