ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,preprocess_mode
9.9803,41.79614,-362.33599899999996,0.046293,apogee,,,,,,,,,-1196.4628413321097,1594.0469049582698,1993.1153669307616,dwarf
9.9803,41.79614,740.140991,0.919685,apogee,,,,,,,,,-1196.4628413321097,1594.0469049582698,1993.1153669307616,dwarf
9.980375,41.796083,43.43400599999998,1.55837,apogee,,,,,,,,,-1195.6573232611868,1593.2271587152452,1991.9762081751778,dwarf
9.980375,41.796083,-88.243988,4.66533,apogee,,,,,,,,,-1195.6573232611868,1593.2271587152452,1991.9762081751778,dwarf
10.069969,41.874172,208.62019899999999,0.936677,apogee,,,,,,,,,-233.3961759873255,2716.265130217316,2726.274020086755,dwarf
10.069969,41.874172,201.88969799999998,0.514548,apogee,,,,,,,,,-233.3961759873255,2716.265130217316,2726.274020086755,dwarf
10.069969,41.874172,211.396399,0.600907,apogee,,,,,,,,,-233.3961759873255,2716.265130217316,2726.274020086755,dwarf
10.0919,41.6853,-5.770004,0.028738,apogee,,,,,,,,,2.148048189110752,0.0,2.148048189110752,dwarf
10.095333,41.68725,10.60000599999998,0.410833,apogee,,,,,,,,,39.019295355111495,28.04395042105412,48.051728015004485,dwarf
10.095333,41.68725,9.777999999999992,0.344376,apogee,,,,,,,,,39.019295355111495,28.04395042105412,48.051728015004485,dwarf
10.127917,41.615444,840.805969,3.68847,apogee,,,,,,,,,388.9793063242707,-1004.6349746730651,1077.30976654111,dwarf
10.127917,41.615444,-587.244995,0.068762,apogee,,,,,,,,,388.9793063242707,-1004.6349746730651,1077.30976654111,dwarf
10.12794,41.61548,-117.78799400000003,0.045035,apogee,,,,,,,,,389.2263318660382,-1004.1172402038105,1076.9162314183998,dwarf
10.12794,41.61548,-70.833008,0.690509,apogee,,,,,,,,,389.2263318660382,-1004.1172402038105,1076.9162314183998,dwarf
10.132792,41.654694,341.615997,2.60385,apogee,,,,,,,,,441.33798093374924,-440.16058799302107,623.3141716959758,dwarf
10.132792,41.654694,-1.9669949999999972,0.628516,apogee,,,,,,,,,441.33798093374924,-440.16058799302107,623.3141716959758,dwarf
