ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,preprocess_mode
227.172592,67.145714,-226.79598999999996,0.194006,apogee,,,,,,,,,-57.93237279183021,-101.3222273845642,116.71483872867631,dwarf
227.179173,66.729362,-289.190002,0.088243,apogee,,,,,,,,,-54.55271048647472,-653.5924341765877,655.8651296069172,dwarf
227.209557,67.169487,119.488003,0.568478,apogee,,,,,,,,,-38.949054585241264,-69.78852603073271,79.92163173150534,dwarf
227.217491,67.212975,-154.485001,0.104631,apogee,,,,,,,,,-34.87456123609705,-12.103858362580766,36.9152869238707,dwarf
227.220149,67.359833,54.267902,0.023049,apogee,,,,,,,,,-33.509549473804036,182.69596973734625,185.74366009155375,dwarf
227.231148,67.254517,-164.084,0.035822,apogee,,,,,,,,,-27.86103014594033,42.99953715506177,51.236678232907856,dwarf
227.244905,67.519196,34.069202000000004,0.112572,apogee,,,,,,,,,-20.796144211459588,394.0830579823853,394.6313928247623,dwarf
227.284304,67.352997,-156.32800300000002,0.164705,apogee,,,,,,,,,-0.5628490938613401,173.62835595471182,173.62926824311208,dwarf
227.290814,67.214348,86.611082,0.002612,apogee,,,,,,,,,2.7803512720324606,-10.28264219471442,10.651905167640853,dwarf
227.303622,67.553078,257.932007,0.265413,apogee,,,,,,,,,9.357879733814976,439.025844726606,439.1255654719075,dwarf
227.307452,67.259277,-152.87199399999997,0.053927,apogee,,,,,,,,,11.32477027165768,49.3134402570492,50.59709291739381,dwarf
227.312041,67.295822,-157.80699199999998,0.139493,apogee,,,,,,,,,13.681444077951609,97.78856396780711,98.74100037443422,dwarf
227.368306,67.3367,-156.207001,0.162932,apogee,,,,,,,,,42.57624724025319,152.01119653168325,157.8611437309929,dwarf
227.369312,67.284821,-151.074005,0.12491,apogee,,,,,,,,,43.092876974217674,83.19628497088516,93.69427879476842,dwarf
227.372894,67.15799,-167.725998,0.256963,apogee,,,,,,,,,44.93240749811485,-85.03872434247216,96.1795502244194,dwarf
227.374166,67.21624,-411.437012,0.345363,apogee,,,,,,,,,45.58564111800163,-7.7729983566863226,46.24359609278121,dwarf
227.401067,67.072113,11.106903000000003,0.10256,apogee,,,,,,,,,59.40060779122968,-198.95029087434767,207.62863589821865,dwarf
227.413161,67.356094,841.8099980000001,0.05947,apogee,,,,,,,,,65.61146266449633,177.73637232170802,189.45997487346875,dwarf
227.415259,67.294029,-170.092987,5.45301,apogee,,,,,,,,,66.68888729854083,95.41023870267828,116.40670658694683,dwarf
227.476122,67.200874,-159.248001,0.089117,apogee,,,,,,,,,97.94498620313125,-28.155232614150982,101.9114196049124,dwarf
227.494281,67.272224,-158.80499300000002,0.049808,apogee,,,,,,,,,107.27051238502105,66.48699140448056,126.2041316810366,dwarf
