ra,dec,vlos,vlos_err,src,id,ruwe,parallax,parallax_err,pmra,pmra_err,pmdec,pmdec_err,x_pc,y_pc,r_pc,preprocess_mode
15.119123055,-34.29718816049,-98.2555,1.1299999952316284,gaia,5.003120442909536e+18,0.97,3.4207,0.0145,30.787,0.013,6.935,0.009,99.79315596868794,-882.5603252434051,888.1843286570282,dwarf
15.11849147816,-34.27270780563,-107.15549999999999,2.0799999237060547,gaia,5.003120614708227e+18,0.995,3.5471,0.0214,51.628,0.02,4.74,0.013,99.0045594104061,-845.8157249281295,851.5903612182009,dwarf
15.12058053011,-34.26587396984,-108.26549999999999,5.050000190734863,gaia,5.003120820866657e+18,0.979,3.5497,0.0206,51.619,0.018,4.625,0.012,101.6129818120946,-835.5582525115869,841.7141981771259,dwarf
15.35391107623,-34.23686218804,-93.0255,9.979999542236328,gaia,5.003124394279483e+18,0.974,0.8947,0.0228,12.829,0.019,-0.065,0.014,392.95309113615116,-792.0120566834887,884.135300599103,dwarf
14.367361,-33.553711,22.4315,0.068167,apogee,,,,,,,,,-838.8685106299879,233.38637005448203,870.7293355881503,dwarf
14.386381,-33.568707,3.819500000000005,0.079906,apogee,,,,,,,,,-815.1198460359659,210.877626636369,841.955899568074,dwarf
14.398098,-33.689445,-4.331500999999989,0.202532,apogee,,,,,,,,,-800.4898195875908,29.65192226091218,801.0388178840903,dwarf
14.39983,-33.944843,-80.05030099999999,0.009276,apogee,,,,,,,,,-798.3272177433817,-353.69617399781595,873.1708481680902,dwarf
14.458607,-33.667973,2.9025000000000034,0.062672,apogee,,,,,,,,,-724.9373513478614,61.88103260188771,727.573656460381,dwarf
14.479523,-33.994732,1.5375020000000035,0.081586,apogee,,,,,,,,,-698.8213119867421,-428.57872270318165,819.7749371874955,dwarf
14.512205,-33.818558,4.880497000000005,0.080291,apogee,,,,,,,,,-658.0140640234489,-164.1445160520607,678.1783914300283,dwarf
14.516967,-33.844891,307.701489,9.01292,apogee,,,,,,,,,-652.068157567263,-203.66990551782416,683.135647237651,dwarf
14.523023,-33.921246,1038.104534,0.052989,apogee,,,,,,,,,-644.5065428048318,-318.27747444881237,718.8109866020072,dwarf
14.565574,-33.454548,18.41849900000001,0.093837,apogee,,,,,,,,,-591.3767096218587,382.2283628238119,704.1483750106562,dwarf
14.566667,-33.700556,-58.636599999999994,0.079225,apogee,,,,,,,,,-590.0119730076987,12.974498406645774,590.1546118614523,dwarf
14.56902,-33.421314,-112.05498,0.035127,apogee,,,,,,,,,-587.0739810103447,432.11203705409116,728.9558777775037,dwarf
